player,ipo_price,final_payout,roi,name,position,fantasy_points_scored,sector_code,date,num_pos,num_neg,num_neutral,sum_sent_score,total_tweets,avg_sent_score,pos_perc,neg_perc,neutral_perc,lag_sum_sent_score,lag_avg_sent_score,lag_total_tweets,lag_pos_perc
Kevin Durant,12.31,10,-0.18765231519090173,NBA Daily Main Market 10/29,SF,45.25,NBA,2022-10-29,218,185,165,3.11355588327046,568,0.005481612470546585,0.38380281690140844,0.3257042253521127,0.2904929577464789,4.96705401107165,0.01089266230498169,456,0.4100877192982456
Bam Adebayo,7.75,7,-0.0967741935483871,NBA Daily Main Market 10/29,C,39.5,NBA,2022-10-29,59,41,36,0.525869452534153,136,0.003866687150986419,0.4338235294117647,0.3014705882352941,0.2647058823529412,3.34742258581687,0.039850268878772264,84,0.5
Jrue Holiday,7.66,25,2.2637075718015667,NBA Daily Main Market 10/29,PG,64.5,NBA,2022-10-29,336,49,1,93.4526246062269,386,0.2421052450938521,0.8704663212435233,0.12694300518134716,0.0025906735751295338,34.0306938738585,0.22839391861650002,149,0.87248322147651
Tyrese Haliburton,9.2,12,0.3043478260869566,NBA Daily Main Market 10/29,PG,51.5,NBA,2022-10-29,145,60,64,16.7222631420453,269,0.06216454699645093,0.5390334572490706,0.22304832713754646,0.2379182156133829,23.0003283640651,0.07616002769557981,302,0.5596026490066225
Dejounte Murray,9.4,6.84,-0.27234042553191495,NBA Daily Main Market 10/29,PG,39.25,NBA,2022-10-29,48,26,24,5.07574132854386,98,0.05179327886269245,0.4897959183673469,0.2653061224489796,0.24489795918367346,7.55748944207712,0.038558619602434285,196,0.5051020408163265
DeMar DeRozan,7.45,5,-0.3288590604026846,NBA Daily Main Market 10/29,SG,32.75,NBA,2022-10-29,226,100,86,28.822496464783,412,0.06995751569122087,0.5485436893203883,0.24271844660194175,0.2087378640776699,88.0720428086419,0.09862490796040525,893,0.5755879059350504
Klay Thompson,3.71,1.58,-0.5741239892183289,NBA Daily Main Market 10/29,SG,18,NBA,2022-10-29,160,201,115,-11.2022667219012,476,-0.023534173785506724,0.33613445378151263,0.4222689075630252,0.2415966386554622,-11.5937817748004,-0.015076439239012224,769,0.36540962288686607
Kyrie Irving,10.4,11.5,0.10576923076923073,NBA Daily Main Market 10/29,PG,48,NBA,2022-10-29,955,1618,542,-164.171141292797,3115,-0.05270341614536019,0.30658105939004815,0.5194221508828251,0.17399678972712682,-13.2409410713446,-0.019161998656070333,691,0.35021707670043417
De'Aaron Fox,8.85,6.67,-0.2463276836158192,NBA Daily Main Market 10/29,PG,39.25,NBA,2022-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Domantas Sabonis,8.33,5.34,-0.35894357743097244,NBA Daily Main Market 10/29,PF,33.25,NBA,2022-10-29,36,23,27,2.34468987839582,86,0.027263835795300232,0.4186046511627907,0.26744186046511625,0.313953488372093,-1.3549654843979,-0.03985192601170294,34,0.29411764705882354
Stephen Curry,10.69,14,0.3096351730589336,NBA Daily Main Market 10/29,PG,54.75,NBA,2022-10-29,345,243,208,17.4390914973854,796,0.021908406403750504,0.4334170854271357,0.30527638190954776,0.2613065326633166,38.7905643200603,0.025757346826069255,1506,0.40969455511288183
Trae Young,10.42,15,0.43953934740882916,NBA Daily Main Market 10/29,PG,56,NBA,2022-10-29,762,225,12,109.019655176747,999,0.1091287839607077,0.7627627627627628,0.22522522522522523,0.012012012012012012,87.4033293196541,0.09988951922246184,875,0.7565714285714286
Jordan Poole,4.85,5.84,0.20412371134020624,NBA Daily Main Market 10/29,SG,37,NBA,2022-10-29,42,30,28,1.52944860266482,100,0.0152944860266482,0.42,0.3,0.28,13.4449421870732,0.026623647895194457,505,0.4495049504950495
Zach LaVine,6.7,3,-0.5522388059701493,NBA Daily Main Market 10/29,SG,24.5,NBA,2022-10-29,110,108,81,-5.01836731610564,299,-0.016783837177610835,0.36789297658862874,0.3612040133779264,0.2709030100334448,-1.01721033243314,-0.005983590190783177,170,0.3588235294117647
Joel Embiid,12.5,7.25,-0.42,NBA Daily Main Market 10/29,C,39.75,NBA,2022-10-29,206,130,69,8.45151057984165,405,0.020867927357633702,0.508641975308642,0.32098765432098764,0.17037037037037037,-1.16221251329203,-0.0028140738820630266,413,0.39951573849878935
RJ Barrett,3.56,2.36,-0.3370786516853933,NBA Daily Main Market 10/28,SG,27.25,NBA,2022-10-28,105,134,49,-10.0079439585565,288,-0.03474980541165452,0.3645833333333333,0.4652777777777778,0.1701388888888889,5.68569488355922,0.062480163555595825,91,0.6483516483516484
James Harden,11.55,1.2,-0.8961038961038962,NBA Daily Main Market 10/28,SG,22.5,NBA,2022-10-28,271,481,17,-40.2908203240468,769,-0.052393784556627826,0.35240572171651496,0.6254876462938882,0.022106631989596878,-30.222528829195,-0.047972267982849204,630,0.3412698412698413
Jaylen Brown,6.46,9.5,0.47058823529411764,NBA Daily Main Market 10/28,SF,49,NBA,2022-10-28,446,386,710,13.3323958911306,1542,0.008646171135622957,0.2892347600518807,0.2503242542153048,0.4604409857328145,8.99040844617299,0.020023181394594632,449,0.42538975501113585
Giannis Antetokounmpo,18.05,18,-0.0027700831024931143,NBA Daily Main Market 10/28,PF,63.5,NBA,2022-10-28,98,63,60,1.62741432195756,221,0.007363865710215204,0.4434389140271493,0.2850678733031674,0.27149321266968324,10.3309306155738,0.039734348521437694,260,0.5
Devin Booker,7.57,1.32,-0.8256274768824307,NBA Daily Main Market 10/28,SG,23.25,NBA,2022-10-28,241,173,241,10.2489954630746,655,0.015647321317671145,0.36793893129770994,0.2641221374045801,0.36793893129770994,15.8892277330442,0.02697661754336876,589,0.31918505942275044
Jayson Tatum,9.88,10,0.012145748987854171,NBA Daily Main Market 10/28,SF,50.75,NBA,2022-10-28,247,149,263,16.6717556283537,659,0.025298566962600456,0.37481031866464337,0.22610015174506828,0.3990895295902883,1.53234025695394,0.00559248268961292,274,0.33941605839416056
Tyrese Haliburton,6.9,8.75,0.2681159420289854,NBA Daily Main Market 10/28,PG,48,NBA,2022-10-28,169,56,77,23.0003283640651,302,0.07616002769557981,0.5596026490066225,0.18543046357615894,0.25496688741721857,2.36441660780583,0.053736741086496134,44,0.4772727272727273
Marcus Smart,2.51,2.29,-0.08764940239043816,NBA Daily Main Market 10/28,PG,27.25,NBA,2022-10-28,374,191,29,55.2795882029203,594,0.09306327980289614,0.6296296296296297,0.32154882154882153,0.04882154882154882,16.2096010115757,0.1529207642601481,106,0.8018867924528302
DeMar DeRozan,8,6,-0.25,NBA Daily Main Market 10/28,SG,37.75,NBA,2022-10-28,514,171,208,88.0720428086419,893,0.09862490796040525,0.5755879059350504,0.19148936170212766,0.23292273236282196,5.21069282660247,0.030119611714465144,173,0.4797687861271676
Donovan Mitchell,8.09,10.5,0.2978986402966626,NBA Daily Main Market 10/28,SG,52,NBA,2022-10-28,482,357,644,31.656878728958,1483,0.021346512966256236,0.32501685772083616,0.24072825354012137,0.4342548887390425,6.7670168327513,0.037594537959729446,180,0.4388888888888889
Jamal Murray,2.8,1,-0.6428571428571428,NBA Daily Main Market 10/28,PG,16.25,NBA,2022-10-28,47,37,37,2.97784059513127,121,0.024610252852324547,0.3884297520661157,0.30578512396694213,0.30578512396694213,7.06716779721725,0.03302414858512734,214,0.40186915887850466
Nikola Jokic,15.25,5,-0.6721311475409836,NBA Daily Main Market 10/28,C,35,NBA,2022-10-28,70,30,43,5.03927924358061,143,0.0352397149900742,0.48951048951048953,0.2097902097902098,0.3006993006993007,16.3879321945256,0.04877360772180238,336,0.4494047619047619
Bradley Beal,6.2,13,1.096774193548387,NBA Daily Main Market 10/28,SG,54.75,NBA,2022-10-28,78,46,68,4.03881996511638,192,0.02103552065164781,0.40625,0.23958333333333334,0.3541666666666667,1.15029677036149,0.023005935407229797,50,0.46
Jarrett Allen,4.4,2.58,-0.4136363636363637,NBA Daily Main Market 10/28,C,28.25,NBA,2022-10-28,125,63,82,12.2014433124108,270,0.04519053078670667,0.46296296296296297,0.23333333333333334,0.3037037037037037,3.62321432464859,0.03981554202910539,91,0.5054945054945055
Rudy Gobert,6.55,14,1.1374045801526718,NBA Daily Main Market 10/28,C,57.75,NBA,2022-10-28,156,161,130,-4.98202004460708,447,-0.011145458712767517,0.348993288590604,0.36017897091722595,0.29082774049217003,-1.71732153624432,-0.016355443202326857,105,0.3904761904761905
Jrue Holiday,6.03,4.38,-0.27363184079601993,NBA Daily Main Market 10/28,PG,32.75,NBA,2022-10-28,130,19,0,34.0306938738585,149,0.22839391861650002,0.87248322147651,0.12751677852348994,0,8.37744819160443,0.1132087593460058,74,0.7972972972972973
Anthony Edwards,6.26,5.84,-0.0670926517571885,NBA Daily Main Market 10/28,SG,37,NBA,2022-10-28,167,133,163,6.18667331296526,463,0.013362145384374212,0.36069114470842334,0.28725701943844495,0.35205183585313177,11.1866619395711,0.04302562284450423,260,0.47692307692307695
Dejounte Murray,8.55,6.17,-0.27836257309941526,NBA Daily Main Market 10/28,PG,38,NBA,2022-10-28,99,50,47,7.55748944207712,196,0.038558619602434285,0.5051020408163265,0.25510204081632654,0.23979591836734693,1.9487614134032,0.03479931095362857,56,0.5892857142857143
Cade Cunningham,6.25,16,1.56,NBA Daily Main Market 10/28,PG,59.75,NBA,2022-10-28,223,124,197,20.878242703348,544,0.03837912261644853,0.4099264705882353,0.22794117647058823,0.36213235294117646,4.25079036832483,0.05449731241442089,78,0.47435897435897434
Karl-Anthony Towns,7.79,7.25,-0.0693196405648267,NBA Daily Main Market 10/28,C,42.5,NBA,2022-10-28,62,43,44,1.64811307614337,149,0.011061161584854833,0.4161073825503356,0.28859060402684567,0.2953020134228188,4.36352815159121,0.0436352815159121,100,0.48
Pascal Siakam,9.75,7.5,-0.23076923076923078,NBA Daily Main Market 10/28,PF,45.5,NBA,2022-10-28,89,50,49,7.44187732758989,188,0.03958445387015899,0.4734042553191489,0.26595744680851063,0.26063829787234044,9.44682250551798,0.05690856931034928,166,0.5602409638554217
Deandre Ayton,5.55,1,-0.8198198198198198,NBA Daily Main Market 10/28,C,6.75,NBA,2022-10-28,38,46,30,-1.7464834671189,114,-0.015320030413323684,0.3333333333333333,0.40350877192982454,0.2631578947368421,1.54608485729079,0.048315151790337185,32,0.625
Chris Paul,5.12,1.65,-0.677734375,NBA Daily Main Market 10/28,PG,24.25,NBA,2022-10-28,117,111,72,-3.23038654081965,300,-0.0107679551360655,0.39,0.37,0.24,12.6207949501222,0.03338834642889471,378,0.4947089947089947
Anthony Davis,1,1,0,NBA Daily Main Market 10/28,PF,0,NBA,2022-10-28,341,437,411,-30.9242027832529,1189,-0.02600858097834558,0.2867956265769554,0.3675357443229605,0.3456686291000841,-19.2040480612804,-0.012871345885576676,1492,0.34517426273458446
Trae Young,9.01,15,0.6648168701442841,NBA Daily Main Market 10/28,PG,58.5,NBA,2022-10-28,662,209,4,87.4033293196541,875,0.09988951922246184,0.7565714285714286,0.23885714285714285,0.004571428571428572,47.4559995610668,0.11407692202179519,416,0.7716346153846154
CJ McCollum,3.88,2.92,-0.24742268041237114,NBA Daily Main Market 10/28,SG,29.5,NBA,2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeBron James,13.65,8.5,-0.3772893772893773,NBA Daily Main Market 10/28,SF,47.25,NBA,2022-10-28,926,834,751,2.29359540311424,2511,9.134191171303226e-4,0.36877737953006773,0.3321385902031063,0.29908403026682595,-4.05976880256203,-0.010149422006405076,400,0.3225
Joel Embiid,5.49,1,-0.8178506375227687,NBA Daily Main Market 10/28,C,0,NBA,2022-10-28,165,163,85,-1.16221251329203,413,-0.0028140738820630266,0.39951573849878935,0.3946731234866828,0.20581113801452786,-6.11741092907529,-0.02806151802328115,218,0.41743119266055045
Fred VanVleet,5.5,1,-0.8181818181818182,NBA Daily Main Market 10/28,PG,8.25,NBA,2022-10-28,63,61,38,-1.80381274733169,162,-0.011134646588467223,0.3888888888888889,0.3765432098765432,0.2345679012345679,2.29545451034941,0.06376262528748361,36,0.6388888888888888
Jimmy Butler,10.9,18,0.6513761467889908,NBA Daily Main Market 10/27,SF,60,NBA,2022-10-27,462,140,8,69.9772628839636,610,0.11471682439994034,0.7573770491803279,0.22950819672131148,0.013114754098360656,45.7859418986058,0.12613207134602147,363,0.7658402203856749
Luka Doncic,19,25,0.3157894736842105,NBA Daily Main Market 10/27,PG,79.25,NBA,2022-10-27,409,294,345,21.0027216162594,1048,0.02004076490101088,0.3902671755725191,0.28053435114503816,0.3291984732824427,13.4395061559532,0.045250862477956906,297,0.5050505050505051
Andrew Wiggins,8.16,10,0.22549019607843135,NBA Daily Main Market 10/27,SF,36.5,NBA,2022-10-27,164,39,64,27.2416191569792,267,0.10202853616846143,0.6142322097378277,0.14606741573033707,0.2397003745318352,3.56596314052314,0.02346028381923118,152,0.5131578947368421
Bam Adebayo,9.2,14,0.5217391304347827,NBA Daily Main Market 10/27,C,50.5,NBA,2022-10-27,71,36,31,6.00729495138942,138,0.04353112283615521,0.5144927536231884,0.2608695652173913,0.2246376811594203,0.475409022200495,0.004615621574762087,103,0.4854368932038835
Shai Gilgeous-Alexander,13.5,12,-0.1111111111111111,NBA Daily Main Market 10/27,SG,41.25,NBA,2022-10-27,66,30,55,4.87526532213924,151,0.0322865253121804,0.4370860927152318,0.1986754966887417,0.36423841059602646,4.6234038294132,0.04128039133404643,112,0.4732142857142857
Kyrie Irving,10.64,20,0.8796992481203006,NBA Daily Main Market 10/27,PG,64.75,NBA,2022-10-27,311,381,331,-7.48071660834335,1023,-0.007312528453903568,0.3040078201368524,0.3724340175953079,0.3235581622678397,7.13993474898195,0.015487927871978198,461,0.40563991323210413
Kevin Durant,13.91,15,0.07836089144500358,NBA Daily Main Market 10/27,SF,53.75,NBA,2022-10-27,269,289,217,-6.25108179361865,775,-0.008065911991766,0.3470967741935484,0.37290322580645163,0.28,12.8861310512876,0.01864852539983734,691,0.45007235890014474
Domantas Sabonis,11.55,11,-0.04761904761904768,NBA Daily Main Market 10/27,PF,38.75,NBA,2022-10-27,16,14,12,1.24359330449942,42,0.029609364392843333,0.38095238095238093,0.3333333333333333,0.2857142857142857,0.21886972201726,0.024318858001917777,9,0.5555555555555556
Klay Thompson,5.89,4,-0.32088285229202035,NBA Daily Main Market 10/27,SG,20,NBA,2022-10-27,190,196,140,-0.761134957530449,526,-0.001447024634088306,0.3612167300380228,0.3726235741444867,0.2661596958174905,-21.9404859788847,-0.00946118412198564,2319,0.3561880120741699
Stephen Curry,12.98,16,0.23266563944530042,NBA Daily Main Market 10/27,PG,59.25,NBA,2022-10-27,278,172,236,21.2457884238153,686,0.030970537060955247,0.40524781341107874,0.25072886297376096,0.34402332361516036,21.5440437740633,0.025678240493520025,839,0.4398092967818832
De'Aaron Fox,12.45,11.5,-0.07630522088353409,NBA Daily Main Market 10/27,PG,40,NBA,2022-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paul George,12.8,3.8,-0.703125,NBA Daily Main Market 10/27,SF,19.25,NBA,2022-10-27,300,273,255,-9.53752694293938,828,-0.011518752346545145,0.36231884057971014,0.32971014492753625,0.3079710144927536,10.8827964582212,0.025788617199576303,422,0.43601895734597157
Jordan Poole,7.15,5.67,-0.20699300699300704,NBA Daily Main Market 10/27,SG,24.25,NBA,2022-10-27,189,149,162,5.52408438242593,500,0.011048168764851861,0.378,0.298,0.324,13.0206180517507,0.020000949388249922,651,0.4039938556067588
Ja Morant,16.99,8.75,-0.48499117127722186,NBA Daily Main Market 10/27,PG,34.25,NBA,2022-10-27,250,132,173,27.1852655284443,555,0.048982460411611355,0.45045045045045046,0.23783783783783785,0.3117117117117117,17.1663315148676,0.04067851069873839,422,0.476303317535545
RJ Barrett,4.3,3.2,-0.25581395348837205,NBA Daily Main Market 10/26,SG,30.5,NBA,2022-10-26,126,121,53,-3.88043796633971,300,-0.012934793221132368,0.42,0.4033333333333333,0.17666666666666667,4.72096809890173,0.04215150088305116,112,0.5714285714285714
James Harden,10.09,7.25,-0.28146679881070363,NBA Daily Main Market 10/26,SG,40.25,NBA,2022-10-26,282,608,20,-49.1803898259049,910,-0.05404438442407132,0.3098901098901099,0.6681318681318681,0.02197802197802198,1.90387155169869,0.002956322285246413,644,0.4549689440993789
Giannis Antetokounmpo,17.05,25,0.46627565982404684,NBA Daily Main Market 10/26,PF,74.5,NBA,2022-10-26,279,99,73,23.2992306502131,451,0.051661265299807316,0.6186252771618626,0.21951219512195122,0.16186252771618626,8.39328146484883,0.08070462946970028,104,0.6442307692307693
Jimmy Butler,7.16,3.3,-0.5391061452513967,NBA Daily Main Market 10/26,SF,31.75,NBA,2022-10-26,278,81,4,45.7859418986058,363,0.12613207134602147,0.7658402203856749,0.2231404958677686,0.011019283746556474,24.9343607049104,0.08810728164279294,283,0.7031802120141343
Bam Adebayo,5.8,3.6,-0.3793103448275862,NBA Daily Main Market 10/26,C,32,NBA,2022-10-26,50,33,20,0.475409022200495,103,0.004615621574762087,0.4854368932038835,0.32038834951456313,0.1941747572815534,-1.36147805794441,-0.032416144236771666,42,0.35714285714285715
Kevin Durant,10.13,11,0.08588351431391897,NBA Daily Main Market 10/26,SF,45,NBA,2022-10-26,311,212,168,12.8861310512876,691,0.01864852539983734,0.45007235890014474,0.3068017366136035,0.24312590448625182,6.92907748700227,0.013941805808857686,497,0.3983903420523139
Donovan Mitchell,9.73,3.1,-0.6813977389516959,NBA Daily Main Market 10/26,SG,29.5,NBA,2022-10-26,277,228,244,2.40386883325264,749,0.003209437694596315,0.369826435246996,0.30440587449933243,0.3257676902536716,4.01569597816241,0.02256008976495736,178,0.42134831460674155
Tyrese Haliburton,7.32,6.17,-0.15710382513661206,NBA Daily Main Market 10/26,PG,37.5,NBA,2022-10-26,63,23,25,7.57303157900792,111,0.06822550972079207,0.5675675675675675,0.2072072072072072,0.22522522522522523,3.11132085955769,0.04714122514481348,66,0.4090909090909091
Nikola Jokic,14.61,20,0.3689253935660507,NBA Daily Main Market 10/26,C,69.25,NBA,2022-10-26,67,62,57,0.923013485323824,186,0.004962438093138838,0.3602150537634409,0.3333333333333333,0.3064516129032258,-7.67486894065201,-0.06616266328148285,116,0.3017241379310345
DeMar DeRozan,7.81,1,-0.8719590268886044,NBA Daily Main Market 10/26,SG,23.25,NBA,2022-10-26,105,60,57,8.17873410330853,222,0.03684114460949788,0.47297297297297297,0.2702702702702703,0.25675675675675674,8.28659989580318,0.048459648513468886,171,0.4444444444444444
Jarrett Allen,5,8.25,0.65,NBA Daily Main Market 10/26,C,42.5,NBA,2022-10-26,122,80,102,5.89998874979978,304,0.01940785772960454,0.40131578947368424,0.2631578947368421,0.3355263157894737,2.03495971289364,0.045221326953192,45,0.4666666666666667
Jamal Murray,3.22,2.22,-0.3105590062111801,NBA Daily Main Market 10/26,PG,26.5,NBA,2022-10-26,148,145,177,0.440923431042258,470,9.381349596643788e-4,0.3148936170212766,0.30851063829787234,0.37659574468085105,-4.2982533833395,-0.02387918546299722,180,0.3055555555555556
Jrue Holiday,6.6,2.75,-0.5833333333333333,NBA Daily Main Market 10/26,PG,28.75,NBA,2022-10-26,264,53,5,58.8462225477807,322,0.18275224393720713,0.8198757763975155,0.16459627329192547,0.015527950310559006,16.4754789044951,0.2196730520599347,75,0.8133333333333334
Rudy Gobert,6.91,2.15,-0.6888567293777134,NBA Daily Main Market 10/26,C,26.25,NBA,2022-10-26,57,57,41,-0.436039668824384,155,-0.002813159153705703,0.36774193548387096,0.36774193548387096,0.2645161290322581,3.11055955057011,0.016200830992552654,192,0.4166666666666667
Dejounte Murray,8.61,6.5,-0.24506387921022063,NBA Daily Main Market 10/26,PG,39,NBA,2022-10-26,76,58,53,0.60330791927091,187,0.003226245557598449,0.40641711229946526,0.31016042780748665,0.28342245989304815,4.2449059266442,0.1248501743130647,34,0.5588235294117647
Kyrie Irving,7.84,6.34,-0.1913265306122449,NBA Daily Main Market 10/26,PG,38.25,NBA,2022-10-26,187,138,136,7.13993474898195,461,0.015487927871978198,0.40563991323210413,0.2993492407809111,0.2950108459869848,5.26140060587734,0.015847592186377532,332,0.37650602409638556
Karl-Anthony Towns,7.66,8.75,0.1422976501305483,NBA Daily Main Market 10/26,C,43,NBA,2022-10-26,66,51,35,2.19256808188,152,0.014424790012368422,0.4342105263157895,0.3355263157894737,0.23026315789473684,4.33944669372633,0.0261412451429297,166,0.5
Anthony Edwards,6.15,16,1.6016260162601625,NBA Daily Main Market 10/26,SG,56.25,NBA,2022-10-26,205,137,199,11.471567686028,541,0.02120437649912754,0.3789279112754159,0.2532347504621072,0.3678373382624769,5.61391446814245,0.013964961363538433,402,0.42786069651741293
Cade Cunningham,6.53,10,0.5313935681470138,NBA Daily Main Market 10/26,PG,44,NBA,2022-10-26,176,129,112,8.04503822746962,417,0.019292657619831222,0.42206235011990406,0.30935251798561153,0.2685851318944844,-0.414773456005313,-0.0014253383367880171,291,0.3917525773195876
Damian Lillard,7.95,2.92,-0.6327044025157232,NBA Daily Main Market 10/26,PG,29,NBA,2022-10-26,154,65,106,15.654510408589,325,0.04816772433412,0.47384615384615386,0.2,0.3261538461538461,26.5166996785138,0.05240454481919723,506,0.47035573122529645
Pascal Siakam,8.6,11.5,0.33720930232558144,NBA Daily Main Market 10/26,PF,45.75,NBA,2022-10-26,212,123,153,22.1353012310774,488,0.045359223834175,0.4344262295081967,0.2520491803278688,0.3135245901639344,1.04745533067617,0.014963647581088143,70,0.44285714285714284
Trae Young,9.69,12,0.23839009287925703,NBA Daily Main Market 10/26,PG,48.25,NBA,2022-10-26,544,181,10,69.3949132856574,735,0.09441484800769713,0.7401360544217687,0.24625850340136055,0.013605442176870748,33.1115326978081,0.13971110842957005,237,0.8354430379746836
Anthony Davis,8.06,15,0.8610421836228287,NBA Daily Main Market 10/26,PF,56,NBA,2022-10-26,420,651,437,-69.1111894298114,1508,-0.04582970121340279,0.27851458885941643,0.4316976127320955,0.28978779840848806,-2.0368979136951,-0.0044376860864817,459,0.3355119825708061
LeBron James,13.22,5.17,-0.6089258698940999,NBA Daily Main Market 10/26,SF,35.25,NBA,2022-10-26,726,477,521,28.1784202838706,1724,0.016344791347952786,0.4211136890951276,0.2766821345707657,0.30220417633410673,13.0520042497205,0.00952701040125584,1370,0.4
Zach LaVine,5.96,10.5,0.761744966442953,NBA Daily Main Market 10/26,SG,45,NBA,2022-10-26,96,44,57,11.7351110671144,197,0.059569091711240606,0.4873096446700508,0.2233502538071066,0.2893401015228426,1.83171136028675,0.02818017477364231,65,0.49230769230769234
Joel Embiid,11.11,9.5,-0.14491449144914487,NBA Daily Main Market 10/26,C,43.75,NBA,2022-10-26,139,175,60,-12.7922380666739,374,-0.03420384509805856,0.3716577540106952,0.4679144385026738,0.16042780748663102,4.7249831238846,0.024107056754513266,196,0.5051020408163265
Fred VanVleet,5.8,8.5,0.4655172413793104,NBA Daily Main Market 10/26,PG,42.5,NBA,2022-10-26,38,31,22,2.56437396638871,91,0.028179933696579233,0.4175824175824176,0.34065934065934067,0.24175824175824176,1.61634183598762,0.06734757649948417,24,0.6666666666666666
Devin Booker,13.25,18,0.3584905660377358,NBA Daily Main Market 10/25,SG,53,NBA,2022-10-25,416,398,368,-10.0874817347707,1182,-0.008534248506574195,0.35194585448392557,0.33671742808798644,0.311336717428088,18.8598746723836,0.032517025297213106,580,0.41379310344827586
Luka Doncic,19.01,25,0.3150973172014728,NBA Daily Main Market 10/25,PG,64.25,NBA,2022-10-25,282,175,185,18.5645272172362,642,0.028916709061115577,0.4392523364485981,0.27258566978193144,0.2881619937694704,7.63209790342092,0.049239341312393034,155,0.5096774193548387
Andrew Wiggins,8.36,8,-0.04306220095693773,NBA Daily Main Market 10/25,SF,29.5,NBA,2022-10-25,177,70,101,25.7435076980288,348,0.07397559683341609,0.5086206896551724,0.20114942528735633,0.29022988505747127,10.3320229403471,0.06377791938485865,162,0.5123456790123457
Bradley Beal,11.25,6,-0.4666666666666667,NBA Daily Main Market 10/25,SG,25.5,NBA,2022-10-25,338,503,458,-57.804471408385,1299,-0.04449920816657814,0.2602001539645881,0.3872209391839877,0.3525789068514242,4.98514562490742,0.06006199548081229,83,0.5301204819277109
Shai Gilgeous-Alexander,14.07,20,0.42146410803127216,NBA Daily Main Market 10/25,SG,62.25,NBA,2022-10-25,128,63,80,8.80820860949628,271,0.032502614795189226,0.47232472324723246,0.23247232472324722,0.2952029520295203,-0.12590993374572,-0.0033134193090978946,38,0.34210526315789475
Cade Cunningham,10.45,4.88,-0.5330143540669856,NBA Daily Main Market 10/25,PG,23.25,NBA,2022-10-25,114,105,72,-0.414773456005313,291,-0.0014253383367880171,0.3917525773195876,0.36082474226804123,0.24742268041237114,0.929401692151331,0.020653370936696242,45,0.4888888888888889
Deandre Ayton,9.25,13,0.40540540540540543,NBA Daily Main Market 10/25,C,37,NBA,2022-10-25,64,62,53,-2.0458326537185,179,-0.011429232702337989,0.3575418994413408,0.3463687150837989,0.29608938547486036,-0.641846601663826,-0.012110313238940114,53,0.32075471698113206
Chris Paul,9.5,14,0.47368421052631576,NBA Daily Main Market 10/25,PG,40.25,NBA,2022-10-25,414,418,396,-11.5841401915095,1228,-0.009433338918167345,0.33713355048859933,0.34039087947882735,0.32247557003257327,25.9564170401481,0.03956770890266478,656,0.44359756097560976
Klay Thompson,6.26,1.38,-0.7795527156549521,NBA Daily Main Market 10/25,SG,3.5,NBA,2022-10-25,524,792,498,-56.9369581776549,1814,-0.031387518289776685,0.288864388092613,0.43660418963616315,0.2745314222712238,4.54836434166477,0.021762508811793157,209,0.430622009569378
Stephen Curry,14.99,15,6.671114076050558e-4,NBA Daily Main Market 10/25,PG,43.25,NBA,2022-10-25,356,221,307,25.8087048742101,884,0.029195367504762558,0.40271493212669685,0.25,0.34728506787330315,20.5864014165144,0.032780893975341396,628,0.43312101910828027
CJ McCollum,12.99,7.5,-0.42263279445727486,NBA Daily Main Market 10/25,SG,28,NBA,2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawhi Leonard,1,1,0,NBA Daily Main Market 10/25,SF,0,NBA,2022-10-25,128,131,74,-2.53190417839287,333,-0.00760331585102964,0.3843843843843844,0.3933933933933934,0.2222222222222222,4.36543115873334,0.029496156477927974,148,0.4391891891891892
Jordan Poole,6.98,6.67,-0.044412607449856804,NBA Daily Main Market 10/25,SG,26,NBA,2022-10-25,626,471,660,34.331983854829,1757,0.01954011602437621,0.3562891291974957,0.26807057484348323,0.37564029595902104,13.8344519803265,0.05937533038766738,233,0.45064377682403434
